TestCase_ID,LLM_Name,Prompt_Technique,Final_Answer_Outcome,Reasoning_Outcome,Ground_Truth,Combined_Analysis,ReAct_Observation ,Notes
020_Q1,Mistral 7B,Chain-of-Thought,Yes,No,Yes,"Chain-of-Thought - Yes, No Reasoning",N/A,inaccurate formation of contrapositive
020_Q2,Mistral 7B,Chain-of-Thought,Yes,No,No,"Chain-of-Thought - Yes, No Reasoning",N/A,inaccurate formation of contrapositive
020_Q3,Mistral 7B,Chain-of-Thought,Yes,No,No,"Chain-of-Thought - Yes, No Reasoning",N/A,inaccurate formation of contrapositive
020_Q4,Mistral 7B,Chain-of-Thought,Yes,No,No,"Chain-of-Thought - Yes, No Reasoning",N/A,inaccurate formation of contrapositive
001_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
001_Q2,Mistral 7B,ReAct,No,No,No,"ReAct - Yes, No Reasoning",Failed,Improperly deduced premise
001_Q3,Mistral 7B,ReAct,No,No,No,"ReAct - No, No Reasoning",Failed,Incorrect goal
001_Q4,Mistral 7B,ReAct,No,No,No,"ReAct - No, No Reasoning",Failed,Incorrect goal
002_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - No, Yes Reasoning",Proved,Correct
002_Q2,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Incorrect goal
002_Q3,Mistral 7B,ReAct,Yes,Yes,No,"ReAct - Yes, Yes Reasoning",Proved,Inherently Flawed Question
002_Q4,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Incorrect goal
003_Q1,Mistral 7B,ReAct,Yes,No,Yes,"ReAct - Yes, No Reasoning",Proved,misinterpreted third premise
003_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,misinterpreted third premise
003_Q3,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,misinterpreted third premise
003_Q4,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,misinterpreted third premise
004_Q1,Mistral 7B,ReAct,Inconclusive,Yes,Yes,"ReAct - Inconclusive, Yes Reasoning",Proved,misformed final answer
004_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
004_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
004_Q4,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Proved,Incorrect goal
005_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
005_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
005_Q3,Mistral 7B,ReAct,Yes,Yes,No,"ReAct - Yes, Yes Reasoning",Failed,Correct
005_Q4,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
006_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
006_Q2,Mistral 7B,ReAct,No,No,No,"ReAct - No, No Reasoning",Failed,Incorrect goal
006_Q3,Mistral 7B,ReAct,No,Yes,No,"ReAct - No, Yes Reasoning",Failed,Correct
006_Q4,Mistral 7B,ReAct,No,Yes,No,"ReAct - No, Yes Reasoning",Failed,Correct
007_Q1,Mistral 7B,ReAct,Yes,No,Yes,"ReAct - Yes, No Reasoning",Proved,Invalid premise
007_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Invalid premise
007_Q3,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Invalid premise
007_Q4,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Invalid premise
008_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
008_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Proved,Incorrect goal
008_Q3,Mistral 7B,ReAct,No,Yes,No,"ReAct - No, Yes Reasoning",Failed,Correct
008_Q4,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Incorrect goal
009_Q1,Mistral 7B,ReAct,Inconclusive,No,Yes,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
009_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
009_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
009_Q4,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Incorrect goal
010_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
010_Q2,Mistral 7B,ReAct,No,No,No,"ReAct - No, No Reasoning",Failed,Incorrect goal
010_Q3,Mistral 7B,ReAct,No,Yes,No,"ReAct - No, Yes Reasoning",Failed,Correct
010_Q4,Mistral 7B,ReAct,No,Yes,No,"ReAct - No, Yes Reasoning",Failed,Correct
011_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
011_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
011_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
011_Q4,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
012_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
012_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
012_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
012_Q4,Mistral 7B,ReAct,No,Yes,No,"ReAct - No, Yes Reasoning",Failed,Correct
013_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
013_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
013_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
013_Q4,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Incorrect goal
014_Q1,Mistral 7B,ReAct,Yes,No,Yes,"ReAct - Yes, No Reasoning",Failed,Invalid premise
014_Q2,Mistral 7B,ReAct,Yes,Yes,No,"ReAct - Yes, Yes Reasoning",Failed,Hallucinated premise/goal
014_Q3,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Failed,Correct
014_Q4,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Prover9 invalid premise/goal generation
015_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
015_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
015_Q3,Mistral 7B,ReAct,No,Yes,No,"ReAct - No, Yes Reasoning",Failed,Correct
015_Q4,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
016_Q1,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,symbolic inconsistencies
016_Q2,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,symbolic inconsistencies
016_Q3,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,symbolic inconsistencies
016_Q4,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Proved,Incorrect goal
017_Q1,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Prover9 invalid premise/goal generation
017_Q2,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Failed,Prover9 invalid premise/goal generation
017_Q3,Mistral 7B,ReAct,No,No,No,"ReAct - No, No Reasoning",Failed,Prover9 invalid premise/goal generation
017_Q4,Mistral 7B,ReAct,No,No,No,"ReAct - No, No Reasoning",Failed,Incorrect goal
018_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
018_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
018_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
018_Q4,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Incorrect goal
019_Q1,Mistral 7B,ReAct,Inconclusive,Yes,Yes,"ReAct - Inconclusive, Yes Reasoning",Proved,Correct
019_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
019_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
019_Q4,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
020_Q1,Mistral 7B,ReAct,Yes,Yes,Yes,"ReAct - Yes, Yes Reasoning",Proved,Correct
020_Q2,Mistral 7B,ReAct,Inconclusive,No,No,"ReAct - Inconclusive, No Reasoning",Failed,Incorrect goal
020_Q3,Mistral 7B,ReAct,Inconclusive,Yes,No,"ReAct - Inconclusive, Yes Reasoning",Failed,Correct
020_Q4,Mistral 7B,ReAct,Yes,No,No,"ReAct - Yes, No Reasoning",Proved,Incorrect goal
001_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
001_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
001_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
001_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
002_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
002_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
002_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
002_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
003_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
003_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
003_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
003_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
004_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
004_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
004_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
004_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
005_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
005_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
005_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
005_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
006_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
006_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
006_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
006_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
007_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
007_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
007_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
007_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
008_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
008_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
008_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
008_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
009_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
009_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
009_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
009_Q4,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
010_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
010_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
010_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
010_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
011_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
011_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
011_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
011_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
012_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
012_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
012_Q3,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
012_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
013_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
013_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
013_Q3,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
013_Q4,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
014_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
014_Q2,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
014_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
014_Q4,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
015_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
015_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
015_Q3,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
015_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
016_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
016_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
016_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
016_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
017_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
017_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
017_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
017_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
018_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
018_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
018_Q3,Mistral 7B Instruct,Basic,Yes,N/A,No,Basic - Yes,N/A,
018_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
019_Q1,Mistral 7B Instruct,Basic,Yes,N/A,Yes,Basic - Yes,N/A,
019_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
019_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
019_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
020_Q1,Mistral 7B Instruct,Basic,No,N/A,Yes,Basic - No,N/A,
020_Q2,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
020_Q3,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
020_Q4,Mistral 7B Instruct,Basic,No,N/A,No,Basic - No,N/A,
001_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,negated goal
001_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,"invalid premise, incorrectly symbolized goal"
001_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,both missed third premise and Incorrect goal
001_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,"invalid premise, incorrectly symbolized goal"
002_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,invalid counterexample
002_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,negated goal
002_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,Inherently Flawed Question
002_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,invalid logic for proving second premise
003_Q1,Mistral 7B Instruct,CoT-300,Inconclusive,No,Yes,"CoT-300 - Inconclusive, No Reasoning",N/A,missed third premise
003_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
003_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
003_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
004_Q1,Mistral 7B Instruct,CoT-300,Yes,No,Yes,"CoT-300 - Yes, No Reasoning",N/A,inaccurate formation of contrapositive
004_Q2,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,inaccurate formation of contrapositive
004_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
004_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,Incorrect goal
005_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
005_Q2,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,Incorrect goal
005_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,inaccurate formation of contrapositive
005_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,non-sequitur
006_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
006_Q2,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
006_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
006_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
007_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
007_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
007_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
007_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,Incorrect goal
008_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
008_Q2,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,Incorrect goal
008_Q3,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
008_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,Incorrect goal
009_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
009_Q2,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
009_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
009_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
010_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
010_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
010_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,both missed third premise and Incorrect goal
010_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
011_Q1,Mistral 7B Instruct,CoT-300,Yes,No,Yes,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
011_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
011_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,both missed third premise and Incorrect goal
011_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
012_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
012_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
012_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
012_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
013_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
013_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
013_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
013_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,both missed third premise and Incorrect goal
014_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,both missed third premise and Incorrect goal
014_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
014_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
014_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
015_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,both missed third premise and Incorrect goal
015_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
015_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
015_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
016_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
016_Q2,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
016_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
016_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
017_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
017_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
017_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
017_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
018_Q1,Mistral 7B Instruct,CoT-300,No,No,Yes,"CoT-300 - No, No Reasoning",N/A,missed third premise
018_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
018_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
018_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
019_Q1,Mistral 7B Instruct,CoT-300,Yes,No,Yes,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
019_Q2,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
019_Q3,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
019_Q4,Mistral 7B Instruct,CoT-300,Yes,No,No,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
020_Q1,Mistral 7B Instruct,CoT-300,Yes,No,Yes,"CoT-300 - Yes, No Reasoning",N/A,missed third premise
020_Q2,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
020_Q3,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
020_Q4,Mistral 7B Instruct,CoT-300,No,No,No,"CoT-300 - No, No Reasoning",N/A,missed third premise
001_Q1,Mistral 7B Instruct,Chain-of-Thought,No,No,Yes,"Chain-of-Thought - No, No Reasoning",N/A,negated goal
001_Q2,Mistral 7B Instruct,Chain-of-Thought,No,No,No,"Chain-of-Thought - No, No Reasoning",N/A,"invalid premise, incorrectly symbolized goal"
001_Q3,Mistral 7B Instruct,Chain-of-Thought,No,No,No,"Chain-of-Thought - No, No Reasoning",N/A,both missed third premise and Incorrect goal
001_Q4,Mistral 7B Instruct,Chain-of-Thought,No,No,No,"Chain-of-Thought - No, No Reasoning",N/A,"invalid premise, incorrectly symbolized goal"
002_Q1,Mistral 7B Instruct,Chain-of-Thought,No,No,Yes,"Chain-of-Thought - No, No Reasoning",N/A,invalid counterexample
002_Q2,Mistral 7B Instruct,Chain-of-Thought,No,No,No,"Chain-of-Thought - No, No Reasoning",N/A,negated goal
002_Q3,Mistral 7B Instruct,Chain-of-Thought,No,No,No,"Chain-of-Thought - No, No Reasoning",N/A,Incorrect goal
002_Q4,Mistral 7B Instruct,Chain-of-Thought,Yes,No,No,"Chain-of-Thought - Yes, No Reasoning",N/A,invalid logic for proving second premise
